,$\rho$
865,0.07342775978461166
866,0.21009788077010103
867,0.5214393991405185
868,0.41141711175011697
869,0.5326303491880694
870,0.34903072610518343
871,0.30950162948540094
872,0.280931165842802
873,0.29403312801967674
874,0.22529089242164144
875,0.3740563048567854
876,0.6484202279189584
877,0.38175514267243577
878,0.8451388957650022
879,0.8013557536719318
880,0.9183509226446905
881,0.8606650663444728
882,0.8815601635726324
883,0.9643495922428977
884,0.971689482894741
885,0.9708171358393187
886,0.9442661234296937
887,0.955319459481661
888,0.9459237707190424
889,0.944956626362692
890,0.9230204720730119
891,0.9346942189390949
892,0.922699888920992
893,0.9588239627455307
894,0.8896725430167975
895,0.9366648736989481
896,0.8868336539333872
897,0.8617013182383185
898,0.9324016767597955
899,0.9448527261801053
900,0.9268296282746155
901,0.9480937588512305
902,0.9786931585285261
903,0.9621241897978103
904,0.9146016382987366
905,0.8504634386941015
906,0.810619113974029
907,0.8251459532270274
908,0.8213650912290015
909,0.7904353716818296
910,0.6971627335491978
911,0.753635814237105
912,0.7313456642485918
913,0.6633152370240291
914,0.9355967927923368
915,0.9206324953459477
916,0.9301003010892656
917,0.9575057531458848
918,0.9426261165309987
919,0.9269437019913974
920,0.6918548980854291
921,0.7289478516839407
922,0.4799714104192756
923,0.8138008252844685
924,0.8718517818445618
925,0.8338360426849938
926,0.879521979957632
927,0.9160305878713807
928,0.7602619786114514
929,0.8401993900850571
930,0.7738760722804092
931,0.47285859941634667
932,0.45861256107119575
933,0.4826243848035874
934,0.13668432731230937
935,0.128603446361032
936,0.2553311703846253
937,0.1360179761629309
938,0.20677334007742465
939,0.05445831304558987
940,0.2961518552814125
941,0.26659584883150794
942,0.3612305808535696
943,0.4827917077835281
944,0.5791746127142391
945,0.3462546621804355
946,0.46042024544235644
947,0.6919001346221336
948,0.21150778379504884
949,0.08913987276876151
950,0.15058923570405278
951,0.3124419251177077
952,0.45779900581768673
953,0.0840636640562234
954,0.19335128169358873
955,0.07298815897890784
956,0.18656289155536165
957,0.09196640674817562
958,0.10922913067937505
959,0.17664694024111752
960,0.39144026642127033
961,0.47446068703243943
962,0.5640212571516374
963,0.6501551267966378
964,0.8915819131562026
965,0.8648383367724878
966,0.8139569824399973
967,0.8075283887029061
968,0.9288535589211341
969,0.7893197233594229
970,0.7613750024108644
971,0.4246373842467262
972,0.6935784226124004
973,0.40749562895017083
974,0.6177537545826817
975,0.35227536713888
976,0.30375308044650756
977,0.2067567389114944
978,0.3225444624539486
979,0.38340641132387093
980,0.3897039449937839
981,0.8882774936311935
982,0.8076970667247392
983,0.7018036447034396
984,0.8237424383602926
985,0.7195726087425832
986,0.8997021113418687
987,0.6851624239438724
988,0.6946703691772105
989,0.7483775158517465
990,0.7149047332551076
991,0.7563059218798976
992,0.7579474430536253
993,0.8586333688909227
994,0.8735286277638945
995,0.9304125570715431
996,0.8429503652932977
997,0.8651132331877592
998,0.8564278340349949
999,0.8924100805012819
1000,0.8254158676588919
1001,0.9181872493476457
1002,0.7358991078057776
1003,0.8951888933855854
1004,0.6971270693256153
1005,0.7904874358874904
1006,0.795473547062853
1007,0.8084264264070653
1008,0.7087844785056315
1009,0.661701710750848
1010,0.7169862485213161
1011,0.744009547362959
1012,0.77281652567882
1013,0.8920813922921684
1014,0.9306233216614939
1015,0.8949839686653346
1016,0.9295088187611366
1017,0.7677824602255722
1018,0.6859236545754714
1019,0.7341093020501978
1020,0.7140476641963965
1021,0.5321268311006013
1022,0.3995416707135656
1023,0.7933245306632659
1024,0.8308814240301117
1025,0.8980094298336647
1026,0.9372116034555632
1027,0.9446131128592734
1028,0.9369547246010558
1029,0.9219504125753989
1030,0.8283606122939868
1031,0.8928157167203323
1032,0.925881727113917
1033,0.8267912553453007
1034,0.832812420203792
1035,0.9596032149480954
1036,0.8895765658504649
1037,0.6861952759668664
1038,0.892156726856559
1039,0.4456636470559924
1040,0.7027631000236045
1041,0.5323646480821029
1042,0.39123839933824156
1043,0.24578908822654025
1044,0.32584251541845927
1045,0.25107471957557154
1046,0.3875271767318023
1047,0.34627447560195596
1048,0.43326972225825694
1049,0.31033750328003656
1050,0.18962751166567568
1051,0.3943540518866912
1052,0.2497731792367224
1053,0.31889720938873245
1054,0.31819690615790186
1055,0.12369584678127842
1056,0.19477892450569373
1057,0.2869313954039107
1058,0.36233325580855863
1059,0.3603401107339464
1060,0.34579057956179277
1061,0.4689507837877099
1062,0.3970372545136611
1063,0.2728146210775265
1064,0.1502090365608537
1065,0.13919706918532873
1066,0.059662792871066385
1067,0.0679695258330467
1068,0.07286699719136144
1069,0.059125420307724205
1070,0.06159484684128313
1071,0.04396141472672441
1072,0.1142486652097324
1073,0.08152651925475675
1074,0.1076872523182698
1075,0.09529918081676049
1076,0.048099902333000065
1077,0.09263346515814168
1078,0.05526642878293223
1079,0.03595293067393658
1080,0.03760679866235008
1081,0.02367851988127792
1082,0.01678625508434043
1083,0.03240825326384081
1084,0.017105014333227055
1085,0.08562207225141692
1086,0.06578741802822284
1087,0.11978793664019265
1088,0.10766971985227784
1089,0.12470509999639344
1090,0.08422554350276182
1091,0.19088897655640236
1092,0.19347744448721074
1093,0.044192784360505846
1094,0.041253741248004586
1095,0.06778776683449292
1096,0.07061264169708362
1097,0.03779266971653079
1098,0.044759272531649894
1099,0.026352232506683334
1100,0.03343611085752349
1101,0.06604018310261761
1102,0.08373684916343728
1103,0.06364437824274799
1104,0.060618307839638653
1105,0.1105531541710633
1106,0.15761014673670776
1107,0.19828557047321763
1108,0.6960637749645173
1109,0.1932816368712278
1110,0.4247750548887173
1111,0.49525806119531834
1112,0.5977676323772397
1113,0.5055634229657489
1114,0.731270087636214
1115,0.706599284250617
1116,0.6619516507026646
1117,0.27177295271378044
1118,0.8889415428866653
1119,0.9160790998898776
1120,0.8415854661918204
1121,0.8494309285808085
1122,0.3815180781464503
1123,0.5681240298772834
1124,0.6191507993819472
1125,0.4201280413996058
1126,0.5040567474462468
1127,0.5059366841481681
1128,0.27475186614275915
1129,0.36857772658648336
1130,0.2429196804704183
1131,0.1482275714443828
1132,0.16452722585147816
1133,0.08155089946886429
1134,0.04738436365316863
1135,0.0575490070140445
1136,0.04487386103940254
1137,0.0784187607466693
1138,0.04191058157156307
1139,0.016490072059290154
1140,0.021472305667243737
1141,0.015291137544052973
1142,0.005036199538171846
1143,0.003292020232953453
1144,0.0033485513333165857
1145,0.0027746112299199144
1146,0.002764095118775625
1147,0.002216207910061995
1148,0.0015002818061304716
1149,0.0017559065323602548
1150,0.0023160047865307272
1151,0.004139873533762806
1152,0.003998422647834651
1153,0.005578207155750304
1154,0.005449392707485624
1155,0.0038138830623172144
1156,0.003794376234475375
1157,0.004531903107612695
1158,0.0063558201582463395
1159,0.007844776508430075
1160,0.012595016516799385
1161,0.01162309684282342
1162,0.005684372453820374
1163,0.009689766523170724
1164,0.005642791354703381
1165,0.00339370757659899
1166,0.0030368451455935223
1167,0.0029857624062413117
1168,0.0037954415195240554
1169,0.0030271475487034243
1170,0.004737741863253018
1171,0.003179335048137105
1172,0.010587721241248812
1173,0.007727857308868152
1174,0.011940499831321017
1175,0.00990595268010672
1176,0.019318153221299483
1177,0.01361707281122572
1178,0.011240419083445174
1179,0.006614492372411142
1180,0.00667098635780998
1181,0.004999868228593301
1182,0.006183535033606551
1183,0.024653985649794433
1184,0.015256073998176302
1185,0.013056314497581246
1186,0.03906854658705017
1187,0.0787139572339876
1188,0.062355827881398485
1189,0.07756720887647775
1190,0.040113918442401905
1191,0.04776596776138318
1192,0.06613242962630915
1193,0.1508396089303522
1194,0.2409111176903678
1195,0.3121821389803145
1196,0.33743982780366366
1197,0.32472556639701344
1198,0.4691239259911313
1199,0.44325723875262785
1200,0.744207071069409
1201,0.9131440909656673
1202,0.7926376700293215
1203,0.7420205709807404
1204,0.934755983919479
1205,0.9137984089419018
1206,0.917941998589204
1207,0.9481785450395104
1208,0.9472410048776151
1209,0.964876245182083
1210,0.949905667539284
1211,0.9635658598630955
1212,0.9543480805477689
1213,0.9740026496628434
1214,0.9230994714128292
1215,0.9561785573954199
1216,0.95704662061175
1217,0.969312202670233
1218,0.9734195451416575
1219,0.957976987961559
1220,0.904873224902401
1221,0.9745351174156864
1222,0.8954638766488721
1223,0.9461123729175793
1224,0.9564764629863248
1225,0.970287584046877
1226,0.9787294213234318
1227,0.9915005295287063
1228,0.9844869769839091
1229,0.9893161424810977
1230,0.9690829731611244
1231,0.9900125754405206
1232,0.9822075773315488
1233,0.9726823922570209
1234,0.9732846432907016
1235,0.9594591993848773
1236,0.979552911195961
1237,0.926364091245556
1238,0.7924669998212582
1239,0.8389500085767124
1240,0.9540865875806173
1241,0.9108851335374675
1242,0.8381218046021536
1243,0.8594873574322613
1244,0.8224780782380764
1245,0.7061338747781897
1246,0.7048745220824797
1247,0.7575259374620085
1248,0.7132835953769898
1249,0.5208797749478802
1250,0.8756298390932503
1251,0.6950690283163081
1252,0.48423317141592626
1253,0.7244362449894162
